,date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
0,2012-01-02,8084,2000,15600,7.8,7.8,7.8,7.8,-0.09,1
1,2012-01-03,8084,17000,135470,8.15,8.15,7.8,7.81,0.01,14
2,2012-01-04,8084,5000,40400,8.08,8.08,8.08,8.08,0.27,3
3,2012-01-05,8084,10000,77900,8.07,8.07,7.71,7.73,-0.35,7
4,2012-01-06,8084,8000,61710,7.74,7.74,7.7,7.7,-0.03,8
5,2012-01-09,8084,0,0,0.0,0.0,0.0,0.0,0.0,0
6,2012-01-10,8084,20000,152630,7.76,7.78,7.51,7.78,0.05,17
7,2012-01-11,8084,26000,197390,7.78,7.85,7.5,7.7,-0.08,15
8,2012-01-12,8084,29000,219330,7.68,7.68,7.5,7.65,-0.05,22
9,2012-01-13,8084,4000,30460,7.64,7.64,7.54,7.54,-0.11,3
10,2012-01-16,8084,0,0,0.0,0.0,0.0,0.0,0.0,0
11,2012-01-17,8084,9000,67510,7.5,7.7,7.4,7.68,0.14,7
12,2012-01-18,8084,5000,37980,7.56,7.7,7.5,7.7,0.02,5
13,2012-01-30,8084,45000,341630,7.7,7.7,7.52,7.56,-0.14,8
14,2012-01-31,8084,46000,353220,7.65,7.75,7.65,7.68,0.12,12
15,2012-02-01,8084,147000,1202470,7.81,8.21,7.81,8.21,0.53,35
16,2012-02-02,8084,173000,1509110,8.25,8.78,8.25,8.78,0.57,68
17,2012-02-03,8084,84000,735290,8.78,8.8,8.4,8.8,0.02,30
18,2012-02-04,8084,52000,453760,8.8,9.19,8.43,8.71,-0.09,21
19,2012-02-06,8084,52000,453410,8.77,8.77,8.6,8.75,0.04,15
20,2012-02-07,8084,7000,62000,8.75,8.9,8.75,8.9,0.15,4
21,2012-02-08,8084,33000,292910,8.8,8.98,8.78,8.78,-0.12,20
22,2012-02-09,8084,26000,229380,8.78,8.9,8.71,8.71,-0.07,14
23,2012-02-10,8084,38000,342650,8.92,9.2,8.8,9.2,0.49,23
24,2012-02-13,8084,146000,1436290,9.84,9.84,9.81,9.84,0.64,62
25,2012-02-14,8084,264000,2771850,10.5,10.5,10.45,10.5,0.66,64
26,2012-02-15,8084,225000,2393700,10.45,11.1,10.15,10.8,0.3,93
27,2012-02-16,8084,59000,612800,10.4,10.8,10.15,10.15,-0.65,28
28,2012-02-17,8084,84000,851400,10.3,10.5,10.0,10.0,-0.15,30
29,2012-02-20,8084,13000,133050,10.35,10.35,10.05,10.35,0.35,6
30,2012-02-21,8084,17000,172600,10.4,10.4,10.0,10.0,-0.35,8
31,2012-02-22,8084,26000,258900,9.91,10.25,9.91,10.05,0.05,17
32,2012-02-23,8084,33000,326410,9.92,10.2,9.81,10.2,0.15,22
33,2012-02-24,8084,5000,50000,10.0,10.0,10.0,10.0,-0.2,4
34,2012-02-29,8084,12000,119300,10.2,10.2,9.85,9.85,-0.15,10
35,2012-03-01,8084,14000,137700,9.85,10.0,9.65,9.9,0.05,8
36,2012-03-02,8084,130000,1264480,9.9,9.9,9.7,9.7,-0.2,51
37,2012-03-03,8084,22000,213100,9.6,9.87,9.6,9.74,0.04,16
38,2012-03-05,8084,7000,67260,9.6,9.62,9.6,9.62,-0.12,5
39,2012-03-06,8084,14000,134420,9.85,9.85,9.45,9.45,-0.17,14
40,2012-03-07,8084,10000,90580,8.79,9.45,8.79,9.45,0.0,7
41,2012-03-08,8084,22000,218580,9.8,9.95,9.8,9.94,0.49,12
42,2012-03-09,8084,4000,39050,9.71,9.93,9.7,9.93,-0.01,4
43,2012-03-12,8084,13000,125160,9.61,9.84,9.61,9.84,-0.09,12
44,2012-03-13,8084,6000,59010,9.83,9.9,9.65,9.65,-0.19,6
45,2012-03-14,8084,17000,163990,9.83,9.83,9.6,9.7,0.05,10
46,2012-03-15,8084,2000,19260,9.7,9.7,9.56,9.56,-0.14,2
47,2012-03-16,8084,95000,876200,9.5,9.5,9.1,9.1,-0.46,43
48,2012-03-19,8084,6000,54490,9.0,9.36,8.77,9.36,0.26,5
49,2012-03-20,8084,3000,28080,9.36,9.36,9.36,9.36,0.0,2
50,2012-03-21,8084,5000,46020,9.34,9.34,9.0,9.0,-0.36,4
51,2012-03-22,8084,30000,269290,9.0,9.43,8.8,9.0,0.0,14
52,2012-03-23,8084,10000,91830,8.99,9.38,8.99,9.35,0.35,8
53,2012-03-26,8084,5000,46750,9.35,9.35,9.35,9.35,0.0,5
54,2012-03-27,8084,22000,200370,9.35,9.35,8.96,9.0,-0.35,12
55,2012-03-28,8084,14000,126270,9.0,9.09,9.0,9.0,0.0,7
56,2012-03-29,8084,33000,301850,9.39,9.39,8.51,9.0,0.0,21
57,2012-03-30,8084,38000,327320,9.0,9.0,8.55,8.6,-0.4,19
58,2012-04-02,8084,32000,286340,8.89,8.98,8.85,8.98,0.38,18
59,2012-04-03,8084,8000,73180,9.3,9.3,8.9,8.9,-0.08,8
60,2012-04-05,8084,20000,175490,8.71,9.0,8.6,8.9,0.0,14
61,2012-04-06,8084,8000,72600,9.04,9.1,9.04,9.1,0.2,4
62,2012-04-09,8084,8000,72000,9.0,9.0,9.0,9.0,-0.1,2
63,2012-04-10,8084,1000,9000,9.0,9.0,9.0,9.0,0.0,1
64,2012-04-11,8084,11000,99000,8.8,9.15,8.8,9.15,0.15,8
65,2012-04-12,8084,8000,72200,9.0,9.05,9.0,9.05,-0.1,6
66,2012-04-13,8084,15000,137060,8.9,9.2,8.9,9.06,0.01,11
67,2012-04-16,8084,10000,91100,9.06,9.29,9.06,9.06,0.0,7
68,2012-04-17,8084,13000,118230,9.15,9.15,9.06,9.06,0.0,4
69,2012-04-18,8084,27000,244260,9.2,9.2,9.01,9.01,-0.05,11
70,2012-04-19,8084,0,0,0.0,0.0,0.0,0.0,0.0,0
71,2012-04-20,8084,182000,1543240,8.85,8.85,8.38,8.38,-0.63,72
72,2012-04-23,8084,44000,364970,8.4,8.4,8.06,8.08,-0.3,17
73,2012-04-24,8084,19000,158940,8.2,8.44,8.2,8.25,0.17,9
74,2012-04-25,8084,10000,83760,8.25,8.5,8.25,8.39,0.14,7
75,2012-04-26,8084,18000,150690,8.39,8.4,8.3,8.3,-0.09,7
76,2012-04-27,8084,31000,260360,8.33,8.69,8.3,8.3,0.0,18
77,2012-04-30,8084,12000,100700,8.4,8.45,8.25,8.45,0.15,3
78,2012-05-02,8084,16000,138200,8.58,8.71,8.48,8.65,0.2,14
79,2012-05-03,8084,9000,76570,8.53,8.57,8.41,8.57,-0.08,6
80,2012-05-04,8084,10000,83960,8.35,8.48,8.35,8.47,-0.1,9
81,2012-05-07,8084,0,0,0.0,0.0,0.0,0.0,0.0,0
82,2012-05-08,8084,5000,42240,8.2,8.65,8.2,8.59,0.12,4
83,2012-05-09,8084,2000,16660,8.33,8.33,8.33,8.33,-0.26,1
84,2012-05-10,8084,5000,41700,8.34,8.34,8.34,8.34,0.01,2
85,2012-05-11,8084,11000,90570,8.5,8.5,8.14,8.16,-0.18,9
86,2012-05-14,8084,11000,91890,8.0,8.39,8.0,8.39,0.23,8
87,2012-05-15,8084,34000,285810,8.39,8.5,8.39,8.5,0.11,12
88,2012-05-16,8084,19000,153620,8.22,8.36,8.02,8.03,-0.47,10
89,2012-05-17,8084,7000,57550,8.04,8.26,8.04,8.25,0.22,3
90,2012-05-18,8084,15000,121930,8.25,8.25,8.0,8.0,-0.25,11
91,2012-05-21,8084,1000,8100,8.1,8.1,8.1,8.1,0.1,1
92,2012-05-22,8084,12000,95300,8.0,8.2,7.8,8.2,0.1,10
93,2012-05-23,8084,23000,182270,8.01,8.01,7.75,7.75,-0.45,11
94,2012-05-24,8084,0,0,0.0,0.0,0.0,0.0,0.0,0
95,2012-05-25,8084,0,0,0.0,0.0,0.0,0.0,0.0,0
96,2012-05-28,8084,20000,152840,7.99,7.99,7.5,7.55,-0.2,13
97,2012-05-29,8084,12000,91550,7.58,7.73,7.58,7.58,0.03,6
98,2012-05-30,8084,14000,105530,7.1,7.73,7.1,7.5,-0.08,9
99,2012-05-31,8084,6000,46170,7.72,7.75,7.51,7.51,0.01,3
100,2012-06-01,8084,18000,135680,7.55,7.79,7.51,7.66,0.15,7
101,2012-06-04,8084,17000,123110,7.52,7.52,7.15,7.49,-0.17,13
102,2012-06-05,8084,8000,60410,7.49,7.72,7.46,7.68,0.19,7
103,2012-06-06,8084,25000,190540,7.69,7.75,7.5,7.75,0.07,17
104,2012-06-07,8084,13000,97890,7.97,7.97,7.41,7.41,-0.34,7
105,2012-06-08,8084,10000,74140,7.41,7.47,7.22,7.47,0.06,8
106,2012-06-11,8084,2000,14930,7.48,7.48,7.45,7.45,-0.02,2
107,2012-06-12,8084,10000,72760,7.14,7.45,7.14,7.34,-0.11,9
108,2012-06-13,8084,57000,413310,7.34,7.36,7.21,7.36,0.02,19
109,2012-06-14,8084,10000,73350,7.34,7.36,7.25,7.36,0.0,9
110,2012-06-15,8084,43000,319660,7.36,7.48,7.36,7.48,0.12,16
111,2012-06-18,8084,49000,369950,7.48,7.9,7.48,7.6,0.12,23
112,2012-06-19,8084,7000,53160,7.58,7.7,7.56,7.56,-0.04,4
113,2012-06-20,8084,13000,97940,7.5,7.6,7.5,7.54,-0.02,8
114,2012-06-21,8084,16000,118820,7.4,7.88,7.36,7.88,0.34,9
115,2012-06-22,8084,6000,47020,7.84,7.84,7.82,7.82,-0.06,4
116,2012-06-25,8084,8000,62430,7.81,7.81,7.8,7.81,-0.01,7
117,2012-06-26,8084,36000,296360,7.82,8.35,7.82,8.33,0.52,27
118,2012-06-27,8084,74000,586860,8.25,8.25,7.75,8.22,-0.11,42
119,2012-06-28,8084,9000,71320,8.0,8.12,7.82,8.1,-0.12,5
120,2012-06-29,8084,7000,54670,7.85,7.85,7.8,7.8,-0.3,5
121,2012-07-02,8084,14000,105630,7.68,7.75,7.45,7.75,-0.05,11
122,2012-07-03,8084,4000,30140,7.52,7.55,7.52,7.55,-0.2,2
123,2012-07-04,8084,16000,123470,7.72,7.72,7.71,7.71,0.16,9
124,2012-07-05,8084,8000,61930,7.68,7.88,7.68,7.71,0.0,6
125,2012-07-06,8084,2000,15460,7.83,7.83,7.63,7.63,-0.08,2
126,2012-07-09,8084,7000,54370,7.71,7.82,7.59,7.79,0.16,5
127,2012-07-10,8084,2000,15560,7.71,7.85,7.71,7.85,0.06,2
128,2012-07-11,8084,5000,39320,7.8,7.93,7.8,7.93,0.08,5
129,2012-07-12,8084,0,0,0.0,0.0,0.0,0.0,0.0,0
130,2012-07-13,8084,1000,7930,7.93,7.93,7.93,7.93,0.08,1
131,2012-07-16,8084,3000,23600,7.9,7.9,7.8,7.8,-0.13,2
132,2012-07-17,8084,3000,23250,7.8,7.8,7.65,7.65,-0.15,2
133,2012-07-18,8084,17000,129940,7.86,7.92,7.54,7.82,0.17,10
134,2012-07-19,8084,3000,23430,7.81,7.81,7.81,7.81,-0.01,3
135,2012-07-20,8084,8000,63240,7.82,7.97,7.82,7.94,0.13,6
136,2012-07-23,8084,26000,193370,7.39,7.58,7.39,7.46,-0.48,17
137,2012-07-24,8084,9000,67760,7.43,7.8,7.43,7.69,0.23,7
138,2012-07-25,8084,1000,7690,7.69,7.69,7.69,7.69,0.0,1
139,2012-07-26,8084,20000,148800,7.68,7.68,7.38,7.44,-0.25,16
140,2012-07-27,8084,11000,81450,7.44,7.44,7.31,7.31,-0.13,10
141,2012-07-30,8084,36000,260520,7.31,7.31,7.2,7.23,-0.08,16
142,2012-07-31,8084,37000,264440,7.25,7.25,7.1,7.19,-0.04,28
143,2012-08-01,8084,17000,121260,7.1,7.37,7.1,7.37,0.18,11
144,2012-08-03,8084,49000,348240,7.15,7.31,7.05,7.15,-0.22,36
145,2012-08-06,8084,12000,86120,7.15,7.25,7.15,7.15,0.0,12
146,2012-08-07,8084,17000,121100,7.2,7.2,7.1,7.15,0.0,10
147,2012-08-08,8084,6000,43430,7.2,7.35,7.2,7.22,0.07,5
148,2012-08-09,8084,22000,159300,7.2,7.37,7.2,7.37,0.15,13
149,2012-08-10,8084,44000,327240,7.37,7.59,7.2,7.59,0.22,16
150,2012-08-13,8084,22000,170170,7.59,7.89,7.59,7.87,0.28,13
151,2012-08-14,8084,38000,297000,7.78,8.09,7.62,7.62,-0.25,23
