,date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
0,2012-01-02,5321,1000,2850,2.85,2.85,2.85,2.85,0.02,1
1,2012-01-03,5321,141000,389960,2.77,2.85,2.7,2.8,-0.05,41
2,2012-01-04,5321,161000,441280,2.84,2.84,2.67,2.77,-0.03,50
3,2012-01-05,5321,302000,809400,2.71,2.76,2.61,2.63,-0.14,55
4,2012-01-06,5321,279000,715170,2.63,2.7,2.46,2.64,0.01,76
5,2012-01-09,5321,173000,457940,2.65,2.7,2.58,2.67,0.03,33
6,2012-01-10,5321,101000,272670,2.68,2.73,2.58,2.72,0.05,19
7,2012-01-11,5321,245000,655750,2.63,2.71,2.59,2.66,-0.06,55
8,2012-01-12,5321,107000,280770,2.61,2.65,2.57,2.63,-0.03,22
9,2012-01-13,5321,55000,140520,2.58,2.59,2.53,2.54,-0.09,19
10,2012-01-16,5321,132000,340880,2.58,2.66,2.46,2.64,0.1,28
11,2012-01-17,5321,125000,321810,2.54,2.64,2.53,2.6,-0.04,42
12,2012-01-18,5321,68000,175210,2.6,2.62,2.55,2.58,-0.02,32
13,2012-01-30,5321,22000,56460,2.74,2.74,2.53,2.58,0.0,14
14,2012-01-31,5321,39000,104790,2.73,2.73,2.6,2.7,0.12,16
15,2012-02-01,5321,337000,967380,2.7,2.88,2.7,2.86,0.16,64
16,2012-02-02,5321,203000,568310,2.8,2.85,2.75,2.8,-0.06,59
17,2012-02-03,5321,620000,1844740,2.8,2.99,2.8,2.99,0.19,52
18,2012-02-04,5321,126000,401940,3.19,3.19,3.19,3.19,0.2,20
19,2012-02-06,5321,90000,306900,3.41,3.41,3.41,3.41,0.22,20
20,2012-02-07,5321,1104000,3912990,3.64,3.64,3.26,3.33,-0.08,243
21,2012-02-08,5321,474000,1544760,3.31,3.35,3.17,3.28,-0.05,138
22,2012-02-09,5321,246000,794620,3.22,3.3,3.18,3.28,0.0,63
23,2012-02-10,5321,209000,687130,3.27,3.35,3.2,3.29,0.01,60
24,2012-02-13,5321,177000,584170,3.29,3.34,3.26,3.31,0.02,62
25,2012-02-14,5321,555000,1956080,3.38,3.54,3.32,3.54,0.23,91
26,2012-02-15,5321,329000,1150160,3.54,3.59,3.41,3.45,-0.09,80
27,2012-02-16,5321,543000,1832030,3.45,3.6,3.23,3.24,-0.21,154
28,2012-02-17,5321,240000,766390,3.27,3.29,3.1,3.12,-0.12,71
29,2012-02-20,5321,95000,294530,3.1,3.2,3.05,3.18,0.06,31
30,2012-02-21,5321,92000,291080,3.1,3.22,3.08,3.22,0.04,23
31,2012-02-22,5321,135000,443860,3.22,3.35,3.22,3.24,0.02,37
32,2012-02-23,5321,123000,403530,3.25,3.35,3.25,3.27,0.03,34
33,2012-02-24,5321,120000,388980,3.24,3.29,3.21,3.26,-0.01,33
34,2012-02-29,5321,80000,257160,3.35,3.35,3.12,3.16,-0.1,39
35,2012-03-01,5321,64000,203410,3.16,3.24,3.16,3.17,0.01,24
