,date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
0,2012-01-02,2330,14945219,1121673328,75.0,75.4,74.7,75.0,-0.8,3402
1,2012-01-03,2330,21223640,1605206995,75.5,75.9,75.2,75.7,0.7,5659
2,2012-01-04,2330,34126472,2584467506,76.1,76.1,75.5,75.8,0.1,7311
3,2012-01-05,2330,28076670,2126987204,76.0,76.0,75.3,76.0,0.2,7053
4,2012-01-06,2330,30123118,2269477313,75.9,75.9,74.9,75.6,-0.4,7701
5,2012-01-09,2330,27655856,2074522035,75.2,75.6,74.6,75.6,0.0,5106
6,2012-01-10,2330,62064369,4729115971,76.0,76.5,75.8,76.5,0.9,14505
7,2012-01-11,2330,44295291,3388935115,76.8,77.0,76.1,76.5,0.0,9749
8,2012-01-12,2330,55520616,4267531914,76.7,77.1,76.5,77.0,0.5,14357
9,2012-01-13,2330,57757708,4483256615,77.2,78.0,77.0,77.5,0.5,15399
10,2012-01-16,2330,37711367,2844327425,76.1,76.9,74.6,75.3,-2.2,10092
11,2012-01-17,2330,43995131,3316458851,75.9,75.9,74.9,75.6,0.3,9194
12,2012-01-18,2330,57181592,4356043463,75.9,76.7,75.6,76.7,1.1,13544
13,2012-01-30,2330,147548010,11573235542,78.0,79.5,77.2,78.7,2.0,22750
14,2012-01-31,2330,87917010,6835437530,78.1,78.5,76.3,78.5,-0.2,12126
15,2012-02-01,2330,47222153,3635636754,77.5,77.7,76.7,77.0,-1.5,11945
16,2012-02-02,2330,54065648,4139408266,77.5,77.5,76.1,76.8,-0.2,13604
17,2012-02-03,2330,49361665,3748745031,76.3,76.4,75.6,76.2,-0.6,12987
18,2012-02-04,2330,22960601,1751843427,76.4,76.7,76.0,76.5,0.3,6273
19,2012-02-06,2330,47596035,3677167919,77.3,77.5,76.6,77.4,0.9,12277
20,2012-02-07,2330,30008591,2317938563,77.5,77.5,76.8,77.4,0.0,6097
21,2012-02-08,2330,35600596,2750530815,77.5,77.5,76.9,77.5,0.1,9080
22,2012-02-09,2330,70988148,5478463961,77.0,78.0,76.5,78.0,0.5,13075
23,2012-02-10,2330,47270213,3664264682,78.0,78.0,76.7,76.9,-1.1,10331
24,2012-02-13,2330,36415470,2786463230,76.4,77.1,76.2,76.6,-0.3,9645
25,2012-02-14,2330,42110292,3233673684,77.1,77.4,76.2,77.3,0.7,9112
26,2012-02-15,2330,71500425,5588585195,77.6,78.5,77.6,78.5,1.2,15396
27,2012-02-16,2330,59907015,4698031555,78.5,78.9,78.0,78.5,0.0,11614
28,2012-02-17,2330,78979635,6309497471,79.5,81.1,79.4,80.0,1.5,14200
29,2012-02-20,2330,31810729,2546630759,80.6,80.8,79.7,80.0,0.0,6826
30,2012-02-21,2330,28138010,2246058190,80.0,80.0,79.3,80.0,0.0,7394
31,2012-02-22,2330,41142793,3272417484,79.9,80.0,79.0,79.7,-0.3,9208
32,2012-02-23,2330,59975057,4682232446,79.0,79.4,77.7,78.1,-1.6,14125
33,2012-02-24,2330,41026074,3210715319,77.5,79.1,77.2,79.1,1.0,8549
34,2012-02-29,2330,78339188,6287743759,80.2,81.1,79.4,81.1,2.0,18172
35,2012-03-01,2330,21239827,1710833901,81.0,81.0,80.1,80.1,-1.0,6032
36,2012-03-02,2330,23912512,1903984572,80.0,80.1,79.2,80.0,-0.1,7219
37,2012-03-03,2330,7341542,582164539,79.1,79.6,79.1,79.3,-0.7,2856
38,2012-03-05,2330,22825263,1800269666,78.7,79.6,78.5,78.9,-0.4,7120
39,2012-03-06,2330,27779665,2190390269,79.6,79.6,78.3,79.5,0.6,6610
40,2012-03-07,2330,30335373,2397735943,79.0,79.3,78.7,79.1,-0.4,7673
41,2012-03-08,2330,36967094,2946734735,79.8,80.2,79.2,79.7,0.6,8363
42,2012-03-09,2330,22731319,1808011258,79.5,80.0,78.8,80.0,0.3,5725
43,2012-03-12,2330,28952164,2324706990,80.2,80.5,79.6,80.0,0.0,9433
44,2012-03-13,2330,48137168,3890801446,80.6,81.3,80.1,81.3,1.3,13492
45,2012-03-14,2330,63309967,5249393947,82.4,83.2,82.0,83.2,1.9,19676
46,2012-03-15,2330,30609333,2539385308,83.2,83.2,82.5,83.2,0.0,8083
47,2012-03-16,2330,29210462,2408154058,83.2,83.8,81.1,81.1,-2.1,7247
48,2012-03-19,2330,37508089,3122020988,83.7,84.2,82.4,83.7,2.6,9547
49,2012-03-20,2330,30105892,2514856356,84.0,84.1,82.8,83.2,-0.5,10460
50,2012-03-21,2330,76183506,6457880070,84.8,85.2,83.8,84.9,1.7,15662
51,2012-03-22,2330,38057031,3237513284,85.0,85.7,84.3,85.2,0.3,11767
52,2012-03-23,2330,29495296,2502726135,85.0,85.4,84.4,85.4,0.2,7136
53,2012-03-26,2330,59940923,4994279778,85.1,85.1,82.5,83.6,-1.8,12949
54,2012-03-27,2330,38560309,3278129021,85.0,85.8,84.3,85.8,2.2,12672
55,2012-03-28,2330,28304065,2423045022,86.5,86.5,84.6,85.5,-0.3,7402
56,2012-03-29,2330,49939887,4189509235,84.5,84.5,83.4,84.1,-1.4,9545
57,2012-03-30,2330,43825171,3674698400,83.7,84.9,82.9,84.9,0.8,9943
58,2012-04-02,2330,23685785,2004876504,84.8,85.2,84.0,85.1,0.2,5739
59,2012-04-03,2330,31283310,2645055555,85.0,85.0,83.8,85.0,-0.1,9307
60,2012-04-05,2330,47674092,3981054535,83.3,84.0,83.1,83.1,-1.9,10496
61,2012-04-06,2330,34112593,2850369829,84.0,84.0,83.1,83.8,0.7,6984
62,2012-04-09,2330,23247382,1924344706,82.0,83.6,82.0,83.0,-0.8,4830
63,2012-04-10,2330,33387462,2750637584,83.1,83.5,81.8,82.0,-1.0,8736
64,2012-04-11,2330,40770099,3375902298,82.0,83.5,81.7,82.4,0.4,9982
65,2012-04-12,2330,39454847,3237579871,82.5,82.7,81.5,82.6,0.2,9060
66,2012-04-13,2330,44743187,3771618241,83.4,85.0,82.7,84.9,2.3,12532
67,2012-04-16,2330,19776331,1673137250,84.6,85.0,83.8,84.9,0.0,6073
68,2012-04-17,2330,29502643,2483240605,84.9,84.9,83.4,83.8,-1.1,8235
69,2012-04-18,2330,32818738,2781054178,85.0,85.0,84.4,85.0,1.2,9007
70,2012-04-19,2330,31617591,2694071757,84.5,85.8,84.3,85.8,0.8,11044
71,2012-04-20,2330,29213382,2479584488,85.0,85.7,84.1,84.3,-1.5,7475
72,2012-04-23,2330,20351923,1709684570,84.2,84.6,83.4,84.3,0.0,4905
73,2012-04-24,2330,33319546,2803922726,83.8,84.6,83.6,84.6,0.3,7216
74,2012-04-25,2330,49611004,4186151236,84.9,84.9,83.9,84.2,-0.4,6924
75,2012-04-26,2330,21066491,1764147209,84.2,84.2,83.5,84.0,-0.2,7253
76,2012-04-27,2330,118848912,10407797340,87.0,89.8,86.0,86.0,2.0,22211
77,2012-04-30,2330,47647085,4118427614,86.3,87.4,85.7,86.8,0.8,10555
78,2012-05-02,2330,48249908,4247465384,87.0,88.9,86.8,88.4,1.6,15172
79,2012-05-03,2330,27728263,2456489599,88.4,89.0,87.9,88.9,0.5,8764
80,2012-05-04,2330,37719753,3300691040,86.7,88.0,86.7,87.6,-1.3,8630
81,2012-05-07,2330,47917069,4093394049,86.5,86.5,85.0,85.6,-2.0,11459
82,2012-05-08,2330,45836390,3886158622,86.0,86.0,84.4,84.4,-1.2,11893
83,2012-05-09,2330,41263531,3480408222,83.9,85.2,83.5,84.6,0.2,10938
84,2012-05-10,2330,28688623,2440645115,85.0,85.7,84.3,85.3,0.7,7662
85,2012-05-11,2330,33627250,2855459372,85.7,85.7,84.5,85.5,0.2,9906
86,2012-05-14,2330,14135562,1204829612,84.8,85.5,84.8,85.4,-0.1,3925
87,2012-05-15,2330,30739719,2619349215,85.4,85.7,84.1,85.5,0.1,6610
88,2012-05-16,2330,65470478,5493667489,84.2,84.5,83.4,83.4,-2.1,15140
89,2012-05-17,2330,33657888,2851033946,84.8,85.1,84.1,85.1,1.7,8952
90,2012-05-18,2330,57620539,4778051198,83.9,83.9,81.8,81.8,-3.3,15891
91,2012-05-21,2330,32414856,2663937884,81.0,82.8,81.0,82.5,0.7,9547
92,2012-05-22,2330,33977797,2803415341,82.7,82.9,82.2,82.2,-0.3,8887
93,2012-05-23,2330,63269956,5063881047,81.0,81.2,79.0,79.1,-3.1,18441
94,2012-05-24,2330,40984054,3261359698,78.9,80.6,78.1,80.6,1.5,11621
95,2012-05-25,2330,28279141,2261306780,79.8,80.5,79.2,80.0,-0.6,10261
96,2012-05-28,2330,30137230,2436772528,80.0,81.7,79.8,81.6,1.6,7547
97,2012-05-29,2330,41171871,3394537733,82.5,83.2,82.0,82.3,0.7,11107
98,2012-05-30,2330,75751835,6157496255,81.6,82.0,80.3,81.7,-0.6,15614
