Date,Open,High,Low,Close,Adj Close,Volume
2012-01-02,18.799999237060547,18.799999237060547,18.799999237060547,18.799999237060547,10.695120811462402,0
2012-01-03,18.799999237060547,18.799999237060547,18.799999237060547,18.799999237060547,10.695120811462402,0
2012-01-04,18.799999237060547,18.799999237060547,18.799999237060547,18.799999237060547,10.695120811462402,0
2012-01-05,18.799999237060547,18.799999237060547,18.799999237060547,18.799999237060547,10.695120811462402,0
2012-01-06,19.0,19.0,19.0,19.0,10.808899879455566,16000
2012-01-09,18.649999618530273,18.649999618530273,18.649999618530273,18.649999618530273,10.60978889465332,2000
2012-01-10,18.799999237060547,18.799999237060547,18.799999237060547,18.799999237060547,10.695120811462402,6000
2012-01-11,18.799999237060547,18.799999237060547,18.799999237060547,18.799999237060547,10.695120811462402,0
2012-01-12,18.600000381469727,18.799999237060547,18.600000381469727,18.799999237060547,10.695120811462402,6000
2012-01-13,18.75,18.799999237060547,18.75,18.75,10.666678428649902,8000
2012-01-16,18.799999237060547,19.0,18.5,19.0,10.808899879455566,36000
2012-01-17,18.899999618530273,18.899999618530273,18.700000762939453,18.700000762939453,10.638232231140137,2000
2012-01-18,19.0,19.0,19.0,19.0,10.808899879455566,5000
2012-01-30,19.0,19.25,19.0,19.25,10.95112133026123,3000
2012-01-31,19.25,19.25,19.25,19.25,10.95112133026123,0
2012-02-01,18.600000381469727,18.600000381469727,18.600000381469727,18.600000381469727,10.581343650817871,30000
2012-02-02,18.899999618530273,18.899999618530273,18.700000762939453,18.700000762939453,10.638232231140137,4000
2012-02-03,18.600000381469727,18.600000381469727,18.600000381469727,18.600000381469727,10.581343650817871,2000
2012-02-06,19.0,19.0,19.0,19.0,10.808899879455566,10000
2012-02-07,19.0,19.0,19.0,19.0,10.808899879455566,1000
2012-02-08,18.700000762939453,18.700000762939453,18.700000762939453,18.700000762939453,10.638232231140137,3000
2012-02-09,19.0,19.299999237060547,19.0,19.25,10.95112133026123,6000
2012-02-10,19.25,19.25,19.25,19.25,10.95112133026123,5000
2012-02-13,19.299999237060547,19.299999237060547,19.200000762939453,19.200000762939453,10.922677993774414,26000
2012-02-14,19.299999237060547,19.350000381469727,19.149999618530273,19.149999618530273,10.894232749938965,28000
2012-02-15,19.200000762939453,19.200000762939453,19.200000762939453,19.200000762939453,10.922677993774414,19000
2012-02-16,19.450000762939453,19.450000762939453,19.200000762939453,19.200000762939453,10.922677993774414,3000
2012-02-17,19.200000762939453,19.200000762939453,19.200000762939453,19.200000762939453,10.922677993774414,6000
2012-02-20,19.450000762939453,19.5,19.299999237060547,19.299999237060547,10.979564666748047,15000
2012-02-21,19.299999237060547,19.299999237060547,19.299999237060547,19.299999237060547,10.979564666748047,0
