,date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
0,2012-01-02,5364,25000,22440,0.93,0.93,0.88,0.88,0.0,11
1,2012-01-03,5364,25000,22880,0.87,0.94,0.87,0.94,0.06,12
2,2012-01-04,5364,82000,72160,0.88,0.88,0.88,0.88,-0.06,14
3,2012-01-05,5364,3000,2590,0.85,0.89,0.85,0.89,0.01,3
4,2012-01-06,5364,48000,40920,0.89,0.89,0.85,0.85,-0.04,10
5,2012-01-09,5364,56000,46730,0.89,0.89,0.81,0.81,-0.04,23
6,2012-01-10,5364,79000,61680,0.76,0.83,0.76,0.82,0.01,17
7,2012-01-11,5364,27000,23180,0.84,0.87,0.84,0.84,0.02,10
8,2012-01-12,5364,71000,60730,0.89,0.89,0.81,0.84,0.0,22
9,2012-01-13,5364,45000,39600,0.89,0.89,0.85,0.85,0.01,18
10,2012-01-16,5364,34000,30300,0.89,0.9,0.89,0.9,0.05,7
11,2012-01-17,5364,33000,28560,0.87,0.96,0.85,0.96,0.06,10
12,2012-01-18,5364,125000,126700,0.96,1.02,0.96,1.02,0.06,20
13,2012-01-30,5364,56000,58830,1.08,1.09,0.98,0.98,-0.04,15
14,2012-01-31,5364,1000,1040,1.04,1.04,1.04,1.04,0.06,1
15,2012-02-01,5364,7000,6980,1.04,1.09,0.97,1.09,0.05,5
16,2012-02-02,5364,67000,70650,1.1,1.1,1.02,1.02,-0.07,17
17,2012-02-03,5364,282000,304970,1.02,1.09,1.02,1.09,0.07,24
18,2012-02-04,5364,76000,88160,1.16,1.16,1.16,1.16,0.07,12
19,2012-02-06,5364,81000,100440,1.24,1.24,1.24,1.24,0.08,6
20,2012-02-07,5364,147000,194040,1.32,1.32,1.32,1.32,0.08,16
21,2012-02-08,5364,91000,128310,1.41,1.41,1.41,1.41,0.09,6
22,2012-02-09,5364,59000,88500,1.5,1.5,1.5,1.5,0.09,11
23,2012-02-10,5364,35000,56000,1.6,1.6,1.6,1.6,0.1,8
24,2012-02-13,5364,984000,1625190,1.71,1.71,1.5,1.5,-0.1,68
25,2012-02-14,5364,639000,1012080,1.5,1.6,1.5,1.59,0.09,53
26,2012-02-15,5364,787000,1337250,1.65,1.7,1.65,1.7,0.11,49
27,2012-02-16,5364,265000,478630,1.8,1.81,1.8,1.81,0.11,25
28,2012-02-17,5364,142000,274060,1.93,1.93,1.93,1.93,0.12,16
29,2012-02-20,5364,1846000,3802760,2.06,2.06,2.06,2.06,0.13,113
30,2012-02-21,5364,1426000,3137200,2.2,2.2,2.2,2.2,0.14,106
31,2012-02-22,5364,313000,735550,2.35,2.35,2.35,2.35,0.15,22
32,2012-02-23,5364,164000,411640,2.51,2.51,2.51,2.51,0.16,15
33,2012-02-24,5364,448000,1200640,2.68,2.68,2.68,2.68,0.17,41
34,2012-02-29,5364,1682000,4810520,2.86,2.86,2.86,2.86,0.18,93
35,2012-03-01,5364,2225000,6632080,3.06,3.06,2.66,2.66,-0.2,144
36,2012-03-02,5364,1044000,2590120,2.48,2.49,2.48,2.48,-0.18,103
37,2012-03-03,5364,654000,1530690,2.48,2.48,2.31,2.34,-0.14,62
38,2012-03-05,5364,49000,122500,2.5,2.5,2.5,2.5,0.16,10
39,2012-03-06,5364,344000,918480,2.67,2.67,2.67,2.67,0.17,30
40,2012-03-07,5364,160000,456000,2.85,2.85,2.85,2.85,0.18,17
41,2012-03-08,5364,1683000,5096760,3.04,3.04,3.0,3.03,0.18,116
42,2012-03-09,5364,386000,1134280,3.1,3.1,2.82,3.1,0.07,50
43,2012-03-12,5364,605000,1877000,3.1,3.15,3.1,3.15,0.05,53
44,2012-03-13,5364,238000,734660,3.1,3.15,2.97,2.97,-0.18,29
45,2012-03-14,5364,61000,178300,2.85,3.07,2.85,2.86,-0.11,10
46,2012-03-15,5364,45000,132000,3.0,3.0,2.9,2.9,0.04,12
47,2012-03-16,5364,350000,1048350,3.1,3.1,2.73,2.99,0.09,33
48,2012-03-19,5364,92000,272980,3.0,3.0,2.85,2.99,0.0,18
49,2012-03-20,5364,80000,230240,2.86,2.9,2.86,2.9,-0.09,14
50,2012-03-21,5364,203000,556040,2.81,2.81,2.7,2.7,-0.2,26
51,2012-03-22,5364,112000,316830,2.7,2.88,2.7,2.88,0.18,16
52,2012-03-23,5364,104000,315050,3.07,3.07,2.89,2.89,0.01,15
53,2012-03-26,5364,45000,124670,2.76,2.78,2.76,2.78,-0.11,7
54,2012-03-27,5364,142000,414060,2.93,2.93,2.78,2.78,0.0,18
55,2012-03-28,5364,153000,409780,2.7,2.7,2.66,2.7,-0.08,12
