,date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
0,2012-01-02,8941,682000,9692000,14.1,14.5,14.1,14.15,0.05,164
1,2012-01-03,8941,438000,6271850,14.4,14.5,14.2,14.25,0.1,147
2,2012-01-04,8941,474000,6646750,14.15,14.35,13.65,13.65,-0.6,166
3,2012-01-05,8941,432000,6084950,13.65,14.6,13.65,14.6,0.95,173
4,2012-01-06,8941,1123000,16806900,14.6,15.4,14.5,14.95,0.35,346
5,2012-01-09,8941,519000,7702850,14.95,15.25,14.45,14.45,-0.5,186
6,2012-01-10,8941,292000,4239700,14.45,15.0,14.3,14.35,-0.1,155
7,2012-01-11,8941,241000,3534500,14.5,14.9,14.4,14.8,0.45,109
8,2012-01-12,8941,241000,3506600,14.8,14.8,14.35,14.4,-0.4,89
9,2012-01-13,8941,393000,5468050,14.4,14.45,13.45,13.55,-0.85,140
10,2012-01-16,8941,300000,4208150,13.8,14.3,13.7,13.95,0.4,104
11,2012-01-17,8941,113000,1579800,14.0,14.15,13.85,14.0,0.05,54
12,2012-01-18,8941,281000,4034900,14.0,14.6,14.0,14.5,0.5,115
13,2012-01-30,8941,602000,9312950,15.5,15.5,15.1,15.5,1.0,214
14,2012-01-31,8941,576000,9311050,16.2,16.5,15.7,16.45,0.95,214
15,2012-02-01,8941,581000,9850550,16.5,17.25,16.5,16.9,0.45,185
16,2012-02-02,8941,461000,7788650,17.1,17.15,16.65,17.0,0.1,172
17,2012-02-03,8941,401000,6799550,16.9,17.1,16.8,16.9,-0.1,140
18,2012-02-04,8941,447000,7611400,17.0,17.45,17.0,17.0,0.1,128
19,2012-02-06,8941,284000,4850800,17.0,17.35,16.9,16.9,-0.1,107
20,2012-02-07,8941,224000,3796000,16.8,17.2,16.8,16.9,0.0,75
21,2012-02-08,8941,291000,4994650,16.9,17.5,16.9,17.0,0.1,120
22,2012-02-09,8941,193000,3315300,17.1,17.4,17.0,17.05,0.05,83
23,2012-02-10,8941,263000,4534100,17.1,17.4,17.1,17.4,0.35,106
24,2012-02-13,8941,443000,8219550,17.7,18.6,17.7,18.6,1.2,131
25,2012-02-14,8941,993000,19734450,19.9,19.9,19.2,19.9,1.3,317
26,2012-02-15,8941,1052000,21654950,19.9,21.2,19.6,20.8,0.9,404
27,2012-02-16,8941,815000,17046550,20.8,21.8,20.5,20.8,0.0,235
28,2012-02-17,8941,1354000,29697400,21.1,22.25,20.85,22.25,1.45,414
29,2012-02-20,8941,499000,11694350,22.55,23.8,22.55,23.8,1.55,214
30,2012-02-21,8941,1540000,37527900,25.4,25.4,22.8,23.9,0.1,627
31,2012-02-22,8941,405000,9526650,23.0,24.0,23.0,23.6,-0.3,201
32,2012-02-23,8941,418000,10063850,23.3,24.7,23.3,23.9,0.3,203
33,2012-02-24,8941,229000,5573300,24.0,24.5,24.0,24.5,0.6,132
34,2012-02-29,8941,349000,8526750,25.0,25.0,23.0,24.3,-0.2,178
35,2012-03-01,8941,470000,11183200,24.0,24.2,23.4,23.6,-0.7,217
36,2012-03-02,8941,383000,9136600,24.0,24.3,23.5,23.6,0.0,158
37,2012-03-03,8941,216000,5125650,23.6,24.3,23.55,23.6,0.0,118
38,2012-03-05,8941,240000,5607450,23.65,23.95,22.9,23.0,-0.6,121
39,2012-03-06,8941,495000,10641400,23.0,23.0,21.4,21.4,-1.6,194
40,2012-03-07,8941,543000,10832850,19.95,19.95,19.95,19.95,-1.45,136
41,2012-03-08,8941,790000,15988950,18.7,21.3,18.7,21.3,1.35,347
42,2012-03-09,8941,512000,11049000,21.0,22.4,21.0,21.4,0.1,252
43,2012-03-12,8941,444000,9120450,21.5,21.7,20.0,20.0,-1.4,194
44,2012-03-13,8941,360000,7055300,20.0,20.3,19.2,19.3,-0.7,186
45,2012-03-14,8941,194000,3795950,19.5,19.75,19.4,19.4,0.1,89
46,2012-03-15,8941,229000,4461500,19.45,19.8,19.2,19.4,0.0,107
47,2012-03-16,8941,140000,2692500,19.5,19.5,19.0,19.05,-0.35,75
48,2012-03-19,8941,485000,8920000,19.05,19.05,18.0,18.0,-1.05,250
49,2012-03-20,8941,1050000,18049500,18.0,18.1,16.75,16.75,-1.25,463
50,2012-03-21,8941,1246000,19527400,16.0,16.1,15.6,15.6,-1.15,481
51,2012-03-22,8941,894000,14447700,15.15,16.65,15.15,16.5,0.9,380
52,2012-03-23,8941,498000,7880350,16.4,16.45,15.45,15.5,-1.0,249
53,2012-03-26,8941,346000,5409500,15.5,16.0,15.1,15.8,0.3,195
54,2012-03-27,8941,396000,6131500,15.55,15.85,15.2,15.2,-0.6,151
55,2012-03-28,8941,1524000,21818600,15.15,15.2,14.15,14.15,-1.05,563
56,2012-03-29,8941,886000,11836100,13.4,13.7,13.2,13.2,-0.95,348
57,2012-03-30,8941,357000,4821500,13.0,13.85,13.0,13.65,0.45,175
58,2012-04-02,8941,513000,6575750,12.7,13.25,12.7,12.75,-0.9,181
59,2012-04-03,8941,1215000,14505800,11.9,12.35,11.9,11.9,-0.85,401
60,2012-04-05,8941,746000,8282350,11.1,11.35,11.1,11.1,-0.8,197
61,2012-04-06,8941,11000,113850,10.35,10.35,10.35,10.35,-0.75,8
62,2012-04-09,8941,16000,154080,9.63,9.63,9.63,9.63,-0.72,5
63,2012-04-10,8941,405000,3628800,8.96,8.96,8.96,8.96,-0.67,37
64,2012-04-11,8941,727000,6270870,8.34,9.57,8.34,9.0,0.04,199
65,2012-04-12,8941,184000,1567290,8.68,8.95,8.37,8.38,-0.62,52
66,2012-04-13,8941,75000,632000,8.36,8.57,8.35,8.49,0.11,33
67,2012-04-16,8941,107000,892270,7.9,8.5,7.9,8.1,-0.39,38
68,2012-04-17,8941,128000,1079300,8.16,8.55,8.16,8.55,0.45,41
69,2012-04-18,8941,80000,693420,8.5,8.8,8.42,8.5,-0.05,21
70,2012-04-19,8941,52000,443060,8.5,8.7,8.4,8.4,-0.1,20
71,2012-04-20,8941,63000,526190,8.34,8.53,8.32,8.53,0.13,21
72,2012-04-23,8941,89000,766660,8.6,8.65,8.22,8.55,0.02,13
73,2012-04-24,8941,22000,191110,8.68,8.78,8.6,8.78,0.23,11
74,2012-04-25,8941,106000,943280,8.8,8.95,8.8,8.95,0.17,20
