Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-01-13 00:00:00+08:00,15.0,15.0,15.0,15.0,0,0,0
2016-01-14 00:00:00+08:00,15.0,15.0,15.0,15.0,0,0,0
2016-01-15 00:00:00+08:00,15.0,15.0,15.0,15.0,0,0,0
2016-01-18 00:00:00+08:00,15.0,15.0,15.0,15.0,0,0,0
2016-01-19 00:00:00+08:00,15.0,15.0,15.0,15.0,0,0,0
2016-01-20 00:00:00+08:00,15.0,15.0,15.0,15.0,0,0,0
2016-01-21 00:00:00+08:00,15.0,15.0,15.0,15.0,0,0,0
2016-01-22 00:00:00+08:00,15.0,15.0,15.0,15.0,0,0,0
2016-01-25 00:00:00+08:00,14.920000076293945,14.920000076293945,14.920000076293945,14.920000076293945,0,0,0
2016-01-26 00:00:00+08:00,14.390000343322754,14.390000343322754,14.390000343322754,14.390000343322754,0,0,0
2016-01-27 00:00:00+08:00,14.510000228881836,14.510000228881836,14.510000228881836,14.510000228881836,0,0,0
2016-01-28 00:00:00+08:00,14.970000267028809,14.970000267028809,14.970000267028809,14.970000267028809,0,0,0
2016-01-29 00:00:00+08:00,15.65999984741211,15.65999984741211,15.65999984741211,15.65999984741211,0,0,0
2016-02-01 00:00:00+08:00,15.260000228881836,15.260000228881836,15.260000228881836,15.260000228881836,0,0,0
2016-02-02 00:00:00+08:00,15.220000267028809,15.220000267028809,15.220000267028809,15.220000267028809,0,0,0
2016-02-03 00:00:00+08:00,14.489999771118164,14.489999771118164,14.489999771118164,14.489999771118164,0,0,0
2016-02-15 00:00:00+08:00,14.239999771118164,14.239999771118164,14.239999771118164,14.239999771118164,0,0,0
2016-02-16 00:00:00+08:00,14.710000038146973,14.710000038146973,14.710000038146973,14.710000038146973,0,0,0
2016-02-17 00:00:00+08:00,14.369999885559082,14.369999885559082,14.369999885559082,14.369999885559082,0,0,0
2016-02-18 00:00:00+08:00,14.949999809265137,14.949999809265137,14.949999809265137,14.949999809265137,0,0,0
2016-02-19 00:00:00+08:00,15.020000457763672,15.020000457763672,15.020000457763672,15.020000457763672,0,0,0
2016-02-22 00:00:00+08:00,15.239999771118164,15.239999771118164,15.239999771118164,15.239999771118164,0,0,0
2016-02-23 00:00:00+08:00,15.140000343322754,15.140000343322754,15.140000343322754,15.140000343322754,0,0,0
2016-02-24 00:00:00+08:00,14.729999542236328,14.729999542236328,14.729999542236328,14.729999542236328,0,0,0
2016-02-25 00:00:00+08:00,14.34000015258789,14.34000015258789,14.34000015258789,14.34000015258789,0,0,0
2016-02-26 00:00:00+08:00,15.170000076293945,15.170000076293945,15.170000076293945,15.170000076293945,0,0,0
2016-03-01 00:00:00+08:00,15.119999885559082,15.119999885559082,15.119999885559082,15.119999885559082,0,0,0
2016-03-02 00:00:00+08:00,15.989999771118164,15.989999771118164,15.989999771118164,15.989999771118164,0,0,0
2016-03-03 00:00:00+08:00,15.920000076293945,15.920000076293945,15.920000076293945,15.920000076293945,0,0,0
2016-03-04 00:00:00+08:00,16.290000915527344,16.290000915527344,16.290000915527344,16.290000915527344,0,0,0
2016-03-07 00:00:00+08:00,16.309999465942383,16.309999465942383,16.309999465942383,16.309999465942383,0,0,0
2016-03-08 00:00:00+08:00,16.010000228881836,16.010000228881836,16.010000228881836,16.010000228881836,0,0,0
2016-03-09 00:00:00+08:00,16.079999923706055,16.079999923706055,16.079999923706055,16.079999923706055,0,0,0
2016-03-10 00:00:00+08:00,16.09000015258789,16.34000015258789,16.059999465942383,16.219999313354492,409000,0,0
