Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-04 00:00:00+08:00,3.803935957897156,3.878522903292662,3.7542112446465157,3.779073476791382,498750,0.0,0.0
2000-01-05 00:00:00+08:00,3.7293496661161294,3.754211902618408,3.679624944150619,3.754211902618408,789508,0.0,0.0
2000-01-06 00:00:00+08:00,3.754211251296575,4.002834320068359,3.754211251296575,4.002834320068359,827582,0.0,0.0
2000-01-07 00:00:00+08:00,4.201733585201728,4.201733585201728,4.07742166519165,4.07742166519165,842032,0.0,0.0
2000-01-10 00:00:00+08:00,4.176870978921109,4.276320406495855,4.127145767211914,4.127145767211914,1140574,0.0,0.0
2000-01-11 00:00:00+08:00,4.251458456134714,4.251458456134714,4.027697327520704,4.152009010314941,620034,0.0,0.0
2000-01-12 00:00:00+08:00,4.2017334257316845,4.350907325744629,4.127145977803365,4.350907325744629,1401132,0.0,0.0
2000-01-13 00:00:00+08:00,4.425493866058468,4.574667760653492,4.425493866058468,4.5000810623168945,1660260,0.0,0.0
2000-01-14 00:00:00+08:00,4.524942840501781,4.5995295313451,4.301182270050049,4.301182270050049,783540,0.0,0.0
2000-01-17 00:00:00+08:00,4.375769811350542,4.475219249725342,4.276320870897619,4.475219249725342,1380750,0.0,0.0
2000-01-18 00:00:00+08:00,4.5498066453918495,4.624393859970285,4.50008216762086,4.574668884277344,1440538,0.0,0.0
2000-01-19 00:00:00+08:00,4.773567002180933,4.773567002180933,4.624393095603012,4.674117565155029,2463553,0.0,0.0
2000-01-20 00:00:00+08:00,4.723842153170344,4.723842153170344,4.375769400500737,4.5000810623168945,1074440,0.0,0.0
2000-01-21 00:00:00+08:00,4.500081429916218,4.5249436647260115,4.37576975794538,4.450356960296631,607831,0.0,0.0
2000-01-24 00:00:00+08:00,4.375769916400263,4.524943828582764,4.375769916400263,4.524943828582764,705973,0.0,0.0
2000-01-25 00:00:00+08:00,4.500080702752499,4.674116816220596,4.4752184719601695,4.549805164337158,1444782,0.0,0.0
2000-01-26 00:00:00+08:00,4.674117740765264,4.674117740765264,4.47521935716256,4.524943828582764,1963645,0.0,0.0
2000-01-27 00:00:00+08:00,4.524944018204944,4.723842908064587,4.524944018204944,4.624393463134766,2911799,0.0,0.0
2000-01-28 00:00:00+08:00,4.674117652447078,4.7735670913302615,4.649255417206752,4.723842620849609,2052535,0.0,0.0
2000-01-31 00:00:00+08:00,4.574667395129488,4.599529625921818,4.500080702752499,4.549805164337158,689850,0.0,0.0
2000-02-01 00:00:00+08:00,4.674117989597148,4.674117989597148,4.524944069473207,4.649255752563477,780350,0.0,0.0
2000-02-02 00:00:00+08:00,4.649255752563477,4.649255752563477,4.649255752563477,4.649255752563477,0,0.0,0.0
2000-02-03 00:00:00+08:00,4.649255752563477,4.649255752563477,4.649255752563477,4.649255752563477,0,0.0,0.0
2000-02-04 00:00:00+08:00,4.649255752563477,4.649255752563477,4.649255752563477,4.649255752563477,0,0.0,0.0
2000-02-07 00:00:00+08:00,4.649255752563477,4.649255752563477,4.649255752563477,4.649255752563477,0,0.0,0.0
2000-02-08 00:00:00+08:00,4.649255752563477,4.649255752563477,4.649255752563477,4.649255752563477,0,0.0,0.0
2000-02-09 00:00:00+08:00,4.698980022906066,4.823291687434251,4.649255058341688,4.773566722869873,2044350,0.0,0.0
2000-02-10 00:00:00+08:00,4.873016811133258,5.096777439117432,4.873016811133258,5.096777439117432,2799153,0.0,0.0
2000-02-11 00:00:00+08:00,5.444849967956543,5.444849967956543,5.444849967956543,5.444849967956543,2346462,0.0,0.0
2000-02-14 00:00:00+08:00,5.81778505022469,5.81778505022469,5.469712257385254,5.469712257385254,6477629,0.0,0.0
2000-02-15 00:00:00+08:00,5.718336298554914,5.718336298554914,5.22109003192723,5.569162368774414,3074295,0.0,0.0
2000-02-16 00:00:00+08:00,5.569162259939591,5.76806116104126,5.494575545467918,5.76806116104126,2547958,0.0,0.0
2000-02-17 00:00:00+08:00,6.0166829713007886,6.16585636138916,5.9172335466534,6.16585636138916,4692800,0.0,0.0
2000-02-18 00:00:00+08:00,6.364756293562856,6.538792429249336,6.066407992200794,6.215581893920898,5300242,0.0,0.0
2000-02-21 00:00:00+08:00,6.513929733251891,6.787415802154445,6.364756328631716,6.464205265045166,6222300,0.0,0.0
2000-02-22 00:00:00+08:00,6.513929756065524,6.5636547223682555,6.016683578491211,6.016683578491211,2589670,0.0,0.0
2000-02-23 00:00:00+08:00,5.917234306195997,5.942096541068735,5.6188859939575195,5.6188859939575195,1553921,0.0,0.0
2000-02-24 00:00:00+08:00,5.270812450949719,5.668609607664381,5.245950222015381,5.245950222015381,1821744,0.0,0.0
2000-02-25 00:00:00+08:00,5.07191528102102,5.121639755138553,4.897879123687744,4.897879123687744,1681664,0.0,0.0
2000-02-28 00:00:00+08:00,4.897879123687744,4.897879123687744,4.897879123687744,4.897879123687744,0,0.0,0.0
2000-02-29 00:00:00+08:00,4.69898057623509,4.972466170817057,4.674117842064267,4.823292255401611,742455,0.0,0.0
2000-03-01 00:00:00+08:00,4.823291523127741,5.146501541137695,4.823291523127741,5.146501541137695,965553,0.0,0.0
2000-03-02 00:00:00+08:00,5.444850974689871,5.444850974689871,5.146503098852008,5.221090316772461,1106906,0.0,0.0
2000-03-03 00:00:00+08:00,5.245951800437402,5.3205390076042525,5.022190676858756,5.071915149688721,377436,0.0,0.0
2000-03-06 00:00:00+08:00,4.748704801328131,4.873016474018085,4.6741175985454095,4.698980331420898,309750,0.0,0.0
2000-03-07 00:00:00+08:00,4.674117325778388,4.848153956141209,4.549805660342878,4.798429489135742,840845,0.0,0.0
2000-03-08 00:00:00+08:00,4.798429879248273,4.972466025838394,4.698980439230253,4.74870491027832,613256,0.0,0.0
2000-03-09 00:00:00+08:00,4.748704856089936,4.9227410006940975,4.723842620849609,4.723842620849609,483930,0.0,0.0
2000-03-10 00:00:00+08:00,4.798430170609332,4.798430170609332,4.549806306506879,4.649255752563477,581924,0.0,0.0
2000-03-13 00:00:00+08:00,4.475219427686369,4.475219427686369,4.326045513153076,4.326045513153076,381145,0.0,0.0
2000-03-14 00:00:00+08:00,4.027696588598079,4.176870978921109,4.027696588598079,4.127145767211914,1163467,0.0,0.0
2000-03-15 00:00:00+08:00,3.9779728535717744,4.22659621916025,3.9779728535717744,4.152009010314941,1023129,0.0,0.0
2000-03-16 00:00:00+08:00,4.226595965410126,4.276320934295654,4.027697085711777,4.276320934295654,560362,0.0,0.0
2000-03-17 00:00:00+08:00,4.3260454052593,4.3260454052593,4.12714627660001,4.276320934295654,831560,0.0,0.0
2000-03-20 00:00:00+08:00,4.127145767211914,4.127145767211914,4.127145767211914,4.127145767211914,33240,0.0,0.0
2000-03-21 00:00:00+08:00,4.002834661848388,4.400631904602051,4.002834661848388,4.400631904602051,823251,0.0,0.0
2000-03-22 00:00:00+08:00,4.400631369625481,4.450356330125881,4.276320213178981,4.375769138336182,688012,0.0,0.0
2000-03-23 00:00:00+08:00,4.276321152763252,4.649255699886744,4.276321152763252,4.624393463134766,1110235,0.0,0.0
2000-03-24 00:00:00+08:00,4.624393158326603,4.624393158326603,4.475219249725342,4.475219249725342,1078623,0.0,0.0
2000-03-27 00:00:00+08:00,4.4752195447009875,4.674117936638722,4.326045626267209,4.624393463134766,1212225,0.0,0.0
2000-03-28 00:00:00+08:00,4.624393181966426,4.897878765453772,4.624393181966426,4.723842620849609,1499674,0.0,0.0
2000-03-29 00:00:00+08:00,4.848154204430828,4.848154204430828,4.674117565155029,4.674117565155029,394634,0.0,0.0
2000-03-30 00:00:00+08:00,4.7238425326289155,4.773567002180933,4.624393095603012,4.674117565155029,516000,0.0,0.0
2000-03-31 00:00:00+08:00,4.723843313434214,4.748705552319708,4.524944406506354,4.574668884277344,457534,0.0,0.0
